Timestamp,Lot,Price
2016-10-04 07:59:00,BHMBCCMKT01,9.484575389948008
2016-10-04 07:59:00,BHMNCPHST01,9.858
2016-10-04 07:59:00,BHMMBMMBX01,10.107423580786026
2016-10-04 07:59:00,BHMNCPNST01,10.210721649484537
2016-10-04 07:59:00,Shopping,9.895833333333334
2016-10-04 07:59:00,BHMEURBRD01,9.999148936170213
2016-10-04 07:59:00,Broad Street,10.006376811594203
2016-10-04 07:59:00,Others-CCCPS8,10.169288956127081
2016-10-04 07:59:00,Others-CCCPS105a,10.082329517172722
2016-10-04 07:59:00,Others-CCCPS119a,9.455654655726008
2016-10-04 07:59:00,BHMBCCTHL01,10.048062015503877
2016-10-04 07:59:00,Others-CCCPS135a,10.022714396085501
2016-10-04 07:59:00,Others-CCCPS202,9.848995573714674
2016-10-04 07:59:00,Others-CCCPS98,9.751595230422172
2016-10-04 08:25:00,Others-CCCPS8,10.189258698940998
2016-10-04 08:25:00,BHMNCPNST01,10.340412371134022
2016-10-04 08:25:00,Others-CCCPS105a,10.310602289696368
2016-10-04 08:25:00,Others-CCCPS202,9.98113721484508
2016-10-04 08:25:00,Others-CCCPS135a,10.402240535668298
2016-10-04 08:25:00,BHMBCCTHL01,9.866666666666667
2016-10-04 08:25:00,BHMMBMMBX01,9.751673944687045
2016-10-04 08:25:00,BHMEURBRD01,9.596170212765958
2016-10-04 08:25:00,Others-CCCPS98,10.074798582017403
2016-10-04 08:25:00,Broad Street,10.111884057971015
2016-10-04 08:25:00,Others-CCCPS119a,9.667927220834821
2016-10-04 08:25:00,Shopping,10.117083333333333
2016-10-04 08:25:00,BHMNCPHST01,9.91
2016-10-04 08:25:00,BHMBCCMKT01,9.488734835355286
2016-10-04 08:59:00,Others-CCCPS8,10.313464447806354
2016-10-04 08:59:00,BHMBCCTHL01,10.120413436692507
2016-10-04 08:59:00,Others-CCCPS119a,9.89218694256154
2016-10-04 08:59:00,Shopping,10.199166666666667
2016-10-04 08:59:00,Others-CCCPS135a,10.213494720576874
2016-10-04 08:59:00,Broad Street,10.581159420289854
2016-10-04 08:59:00,BHMNCPNST01,10.258556701030928
2016-10-04 08:59:00,BHMEURBRD01,10.357872340425532
2016-10-04 08:59:00,BHMMBMMBX01,10.302911208151382
2016-10-04 08:59:00,BHMBCCMKT01,9.910918544194107
2016-10-04 08:59:00,Others-CCCPS98,10.404189494038029
2016-10-04 08:59:00,BHMNCPHST01,10.094
2016-10-04 08:59:00,Others-CCCPS202,9.930983997276131
2016-10-04 08:59:00,Others-CCCPS105a,10.144051767048282
2016-10-04 09:32:00,BHMEURBRD01,10.637446808510639
2016-10-04 09:32:00,BHMBCCTHL01,10.061705426356589
2016-10-04 09:32:00,Others-CCCPS202,10.482192713653387
2016-10-04 09:32:00,Others-CCCPS8,10.397034795763993
2016-10-04 09:32:00,Broad Street,10.41449275362319
2016-10-04 09:32:00,Others-CCCPS98,10.440283596519498
2016-10-04 09:32:00,Others-CCCPS119a,9.819871566179094
2016-10-04 09:32:00,Others-CCCPS105a,10.599800895968144
2016-10-04 09:32:00,BHMBCCMKT01,9.948353552859619
2016-10-04 09:32:00,Shopping,10.507083333333334
2016-10-04 09:32:00,Others-CCCPS135a,10.615477723409736
2016-10-04 09:32:00,BHMMBMMBX01,10.382096069868997
2016-10-04 09:32:00,BHMNCPHST01,10.068
2016-10-04 09:32:00,BHMNCPNST01,10.798144329896907
2016-10-04 09:59:00,BHMNCPHST01,10.225333333333333
2016-10-04 09:59:00,Shopping,10.8225
2016-10-04 09:59:00,Others-CCCPS8,10.697579425113464
2016-10-04 09:59:00,BHMEURBRD01,10.375744680851064
2016-10-04 09:59:00,Others-CCCPS98,10.311221398646472
2016-10-04 09:59:00,Others-CCCPS119a,10.335854441669639
2016-10-04 09:59:00,BHMBCCTHL01,10.287855297157623
2016-10-04 09:59:00,Others-CCCPS105a,10.654753608760577
2016-10-04 09:59:00,Others-CCCPS202,10.51678583588696
2016-10-04 09:59:00,Broad Street,10.495652173913044
2016-10-04 09:59:00,BHMNCPNST01,10.539381443298971
2016-10-04 09:59:00,BHMBCCMKT01,9.907972270363953
2016-10-04 09:59:00,Others-CCCPS135a,10.877285603914501
2016-10-04 09:59:00,BHMMBMMBX01,10.764774381368268
2016-10-04 10:26:00,Others-CCCPS8,10.632677760968232
2016-10-04 10:26:00,BHMEURBRD01,10.931914893617021
2016-10-04 10:26:00,Others-CCCPS98,10.8944247502417
2016-10-04 10:26:00,Broad Street,11.344347826086956
2016-10-04 10:26:00,BHMBCCMKT01,10.445407279029462
2016-10-04 10:26:00,Others-CCCPS105a,11.195769039323046
2016-10-04 10:26:00,Others-CCCPS119a,10.589839457723867
2016-10-04 10:26:00,BHMNCPHST01,10.857333333333333
2016-10-04 10:26:00,Others-CCCPS202,10.542390194075587
2016-10-04 10:26:00,Others-CCCPS135a,11.625289724439867
2016-10-04 10:26:00,Shopping,11.151666666666667
2016-10-04 10:26:00,BHMMBMMBX01,11.417176128093159
2016-10-04 10:26:00,BHMNCPNST01,10.778969072164948
2016-10-04 10:26:00,BHMBCCTHL01,10.745736434108526
2016-10-04 10:59:00,Shopping,11.377916666666666
2016-10-04 10:59:00,BHMNCPHST01,10.886000000000001
2016-10-04 10:59:00,Others-CCCPS202,11.668811712631937
2016-10-04 10:59:00,Others-CCCPS98,11.111956171446987
2016-10-04 10:59:00,Others-CCCPS135a,11.85289724439866
2016-10-04 10:59:00,BHMMBMMBX01,11.067248908296943
2016-10-04 10:59:00,Broad Street,11.082608695652175
2016-10-04 10:59:00,BHMNCPNST01,11.611958762886598
2016-10-04 10:59:00,Others-CCCPS8,10.878668683812405
2016-10-04 10:59:00,BHMBCCMKT01,11.40363951473137
2016-10-04 10:59:00,BHMBCCTHL01,11.03669250645995
2016-10-04 10:59:00,Others-CCCPS119a,10.663824473778096
2016-10-04 10:59:00,BHMEURBRD01,11.619574468085107
2016-10-04 10:59:00,Others-CCCPS105a,11.243155798904928
2016-10-04 11:25:00,Shopping,11.895000000000001
2016-10-04 11:25:00,BHMNCPHST01,11.31
2016-10-04 11:25:00,BHMBCCMKT01,11.142461005199308
2016-10-04 11:25:00,Others-CCCPS8,11.396217851739788
2016-10-04 11:25:00,Others-CCCPS202,11.47289751447055
2016-10-04 11:25:00,Others-CCCPS105a,11.667048282727727
2016-10-04 11:25:00,BHMEURBRD01,11.589787234042554
2016-10-04 11:25:00,Others-CCCPS98,12.619948436996454
2016-10-04 11:25:00,Others-CCCPS135a,12.36361061035282
2016-10-04 11:25:00,BHMMBMMBX01,11.40334788937409
2016-10-04 11:25:00,Others-CCCPS119a,11.067820192650732
2016-10-04 11:25:00,BHMBCCTHL01,11.369767441860466
2016-10-04 11:25:00,BHMNCPNST01,12.115257731958764
2016-10-04 11:25:00,Broad Street,11.979130434782608
2016-10-04 11:59:00,Others-CCCPS98,11.432065742829522
2016-10-04 11:59:00,Others-CCCPS135a,12.16917331959825
2016-10-04 11:59:00,BHMBCCMKT01,10.999098786828423
2016-10-04 11:59:00,Others-CCCPS202,11.578617637044605
2016-10-04 11:59:00,Others-CCCPS119a,10.972672136996076
2016-10-04 11:59:00,BHMBCCTHL01,11.486304909560724
2016-10-04 11:59:00,Others-CCCPS105a,11.685365853658537
2016-10-04 11:59:00,Others-CCCPS8,12.305900151285929
2016-10-04 11:59:00,Broad Street,12.184927536231882
2016-10-04 11:59:00,Shopping,11.802916666666668
2016-10-04 11:59:00,BHMNCPNST01,12.028453608247423
2016-10-04 11:59:00,BHMNCPHST01,11.714
2016-10-04 11:59:00,BHMMBMMBX01,11.438282387190684
2016-10-04 11:59:00,BHMEURBRD01,11.482978723404257
2016-10-04 12:29:00,Shopping,13.048333333333334
2016-10-04 12:29:00,Others-CCCPS135a,13.669791398403298
2016-10-04 12:29:00,BHMBCCMKT01,12.068804159445406
2016-10-04 12:29:00,Others-CCCPS202,12.98052434456929
2016-10-04 12:29:00,BHMNCPHST01,12.559333333333331
2016-10-04 12:29:00,Others-CCCPS105a,13.190940766550522
2016-10-04 12:29:00,BHMEURBRD01,12.589787234042554
2016-10-04 12:29:00,Others-CCCPS119a,12.372386728505173
2016-10-04 12:29:00,Broad Street,12.991884057971014
2016-10-04 12:29:00,BHMBCCTHL01,12.490439276485787
2016-10-04 12:29:00,BHMMBMMBX01,12.854585152838428
2016-10-04 12:29:00,Others-CCCPS98,13.034386077989042
2016-10-04 12:29:00,Others-CCCPS8,12.705900151285931
2016-10-04 12:29:00,BHMNCPNST01,11.825154639175258
2016-10-04 12:56:00,BHMNCPNST01,12.316907216494847
2016-10-04 13:02:00,Shopping,12.803333333333331
2016-10-04 13:02:00,Others-CCCPS8,12.29016641452345
2016-10-04 13:02:00,Others-CCCPS135a,13.265876899304661
2016-10-04 13:02:00,BHMBCCMKT01,11.772963604852684
2016-10-04 13:02:00,Others-CCCPS98,12.43206574282952
2016-10-04 13:02:00,Broad Street,12.465217391304346
2016-10-04 13:02:00,BHMBCCTHL01,12.088372093023256
2016-10-04 13:02:00,Others-CCCPS105a,12.281781981085118
2016-10-04 13:02:00,BHMEURBRD01,12.579574468085108
2016-10-04 13:02:00,BHMMBMMBX01,12.058078602620089
2016-10-04 13:02:00,Others-CCCPS202,12.572352740892066
2016-10-04 13:02:00,BHMNCPHST01,12.015333333333334
2016-10-04 13:02:00,Others-CCCPS119a,11.970103460577953
2016-10-04 13:29:00,BHMMBMMBX01,12.554585152838428
2016-10-04 13:29:00,BHMNCPNST01,11.918556701030928
2016-10-04 13:29:00,BHMBCCMKT01,11.764644714038129
2016-10-04 13:29:00,BHMNCPHST01,11.705333333333332
2016-10-04 13:29:00,Others-CCCPS119a,11.565822333214413
2016-10-04 13:29:00,BHMBCCTHL01,12.084237726098191
2016-10-04 13:29:00,Shopping,12.636666666666667
2016-10-04 13:29:00,BHMEURBRD01,12.565957446808511
